tt_01,pxr_01,pyr_01,pzr_01,pxdr_01,pydr_01,pzdr_01,q1r_01,tau0_01,tau1_01,tau2_01,vel1_01,vel2_01,vel3_01,veld1_01,veld2_01,veld3_01,Etiqueta
0.0,13.34766,-87.85469,10.38201,0,0,0,0,0,0,0,0.02705507,-0.6656548,-0.3198224,0,0,0,Ejercicio1
0.01,13.35215,-87.84383,10.32895,0,0,0,0,0,0,0,0.04409063,0.1024532,-0.521805,0,0,0,Ejercicio1
0.02,13.28783,-87.89766,10.31557,0,0,0,0,0,0,0,-4.149283,-0.5184537,-0.4299099,0,0,0,Ejercicio1
0.03,13.29296,-87.94062,10.25464,0,0,0,0,0,0,0,0.27216,-0.6389291,-3.650007,0,0,0,Ejercicio1
0.04,13.23748,-87.97264,10.13523,0,0,0,0,0,0,0,0.1283971,1.473957,-9.204647,0,0,0,Ejercicio1
0.05,13.19139,-88.03643,9.90201,0,0,0,0,0,0,0,1.064051,0.9292228,-18.24143,0,0,0,Ejercicio1
0.06,13.21916,-88.07764,9.568366,0,0,0,0,0,0,0,1.031736,0.6042724,-12.47868,0,0,0,Ejercicio1
0.07,13.23304,-88.09795,9.401638,0,0,0,0,0,0,0,0.9364233,1.34901,-11.24918,0,0,0,Ejercicio1
0.08,13.24251,-88.12934,9.287947,0,0,0,0,0,0,0,0.2624976,-0.07828896,-3.152999,0,0,0,Ejercicio1
0.09,13.19529,-88.13801,9.062931,0,0,0,0,0,0,0,0.07157403,-0.07465471,-1.459563,0,0,0,Ejercicio1
0.1,13.19529,-88.13801,9.062931,0,0,0,0,0,0,0,0.0008173538,-0.0008525341,-0.01666777,0,0,0,Ejercicio1
0.11,13.12979,-88.13801,9.057519,0,0,0,0,0,0,0,-1.740263,-7.073386e-06,-0.1435812,0,0,0,Ejercicio1
0.12,13.06429,-88.13801,9.052134,0,0,0,0,0,0,0,-3.059902,-5.868715e-08,-0.250949,0,0,0,Ejercicio1
0.13,13.06863,-88.12666,8.999172,0,0,0,0,0,0,0,0.9894308,2.680029,-12.49359,0,0,0,Ejercicio1
0.14,13.06863,-88.12666,8.999172,0,0,0,0,0,0,0,0.01555174,0.04212433,-0.1963726,0,0,0,Ejercicio1
0.15,13.06863,-88.12666,8.999172,0,0,0,0,0,0,0,9.374662e-05,0.0002539275,-0.001183743,0,0,0,Ejercicio1
0.16,13.06863,-88.12666,8.999172,0,0,0,0,0,0,0,7.778058e-07,2.106809e-06,-9.821391e-06,0,0,0,Ejercicio1
0.17,13.06863,-88.12666,8.999172,0,0,0,0,0,0,0,6.681359e-09,1.747998e-08,-8.146836e-08,0,0,0,Ejercicio1
0.18,13.07732,-88.10388,8.893263,0,0,0,0,0,0,0,1.334208,3.504511,-16.26851,0,0,0,Ejercicio1
0.19,13.086,-88.08102,8.787373,0,0,0,0,0,0,0,0.8036977,2.119424,-9.799792,0,0,0,Ejercicio1
0.2,13.15598,-88.06956,8.73983,0,0,0,0,0,0,0,0.3557379,0.1119233,-0.4906587,0,0,0,Ejercicio1
0.21,13.16034,-88.05808,8.686898,0,0,0,0,0,0,0,0.01818948,0.04106983,-0.1889295,0,0,0,Ejercicio1
0.22,13.17779,-88.01194,8.475218,0,0,0,0,0,0,0,1.072836,2.848404,-13.01543,0,0,0,Ejercicio1
0.23,13.17779,-88.01194,8.475218,0,0,0,0,0,0,0,0.006467105,0.01717032,-0.07845764,0,0,0,Ejercicio1
0.24,13.17779,-88.01194,8.475218,0,0,0,0,0,0,0,7.385033e-05,0.0001960798,-0.0008959626,0,0,0,Ejercicio1
0.25,13.17779,-88.01194,8.475218,0,0,0,0,0,0,0,4.451733e-07,1.181978e-06,-5.400905e-06,0,0,0,Ejercicio1
0.26,13.17842,-88.0658,8.467532,0,0,0,0,0,0,0,0.04086693,-3.480001,-0.4958034,0,0,0,Ejercicio1
0.27,13.17968,-88.17353,8.452229,0,0,0,0,0,0,0,0.113683,-9.737333,-1.379219,0,0,0,Ejercicio1
0.28,13.18094,-88.28128,8.437012,0,0,0,0,0,0,0,0.0620076,-5.34245,-0.7522849,0,0,0,Ejercicio1
0.29,13.11952,-88.26968,8.378695,0,0,0,0,0,0,0,-2.79424,0.4954643,-2.656401,0,0,0,Ejercicio1
0.3,13.1282,-88.24644,8.272889,0,0,0,0,0,0,0,0.3573849,1.085037,-4.935392,0,0,0,Ejercicio1
0.31,13.13316,-88.28867,8.212418,0,0,0,0,0,0,0,0.03216205,-1.326867,-0.3931347,0,0,0,Ejercicio1
0.32,13.13811,-88.33086,8.151973,0,0,0,0,0,0,0,0.1844834,-12.29368,-2.249488,0,0,0,Ejercicio1
0.33,13.13811,-88.33086,8.151973,0,0,0,0,0,0,0,0.001112075,-0.07410691,-0.01356002,0,0,0,Ejercicio1
0.34,13.13873,-88.38475,8.144441,0,0,0,0,0,0,0,0.10216,-8.924521,-1.245675,0,0,0,Ejercicio1
0.35,13.13439,-88.39642,8.197331,0,0,0,0,0,0,0,-0.01531415,-0.08147384,0.1867313,0,0,0,Ejercicio1
0.36,13.13439,-88.39642,8.197331,0,0,0,0,0,0,0,-0.0002407058,-0.001280595,0.002935017,0,0,0,Ejercicio1
0.37,13.13439,-88.39642,8.197331,0,0,0,0,0,0,0,-1.997111e-06,-1.062496e-05,2.435153e-05,0,0,0,Ejercicio1
0.38,13.13873,-88.38475,8.144441,0,0,0,0,0,0,0,0.7567306,2.039036,-9.227105,0,0,0,Ejercicio1
0.39,13.13873,-88.38475,8.144441,0,0,0,0,0,0,0,0.004561608,0.01229141,-0.05562142,0,0,0,Ejercicio1
0.4,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.08582671,0.2321604,-1.046518,0,0,0,Ejercicio1
0.41,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.000980115,0.002651201,-0.01195092,0,0,0,Ejercicio1
0.42,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,5.90818e-06,1.598156e-05,-7.204068e-05,0,0,0,Ejercicio1
0.43,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,6.746962e-08,1.825046e-07,-8.226828e-07,0,0,0,Ejercicio1
0.44,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,4.067101e-10,1.100147e-09,-4.959171e-09,0,0,0,Ejercicio1
0.45,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.46,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.47,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.48,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.49,13.14741,-88.36133,8.038672,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.5,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.08198127,-7.183372,-0.9996289,0,0,0,Ejercicio1
0.51,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.001616391,-0.1416316,-0.01970927,0,0,0,Ejercicio1
0.52,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,1.341103e-05,-0.001175103,-0.0001635258,0,0,0,Ejercicio1
0.53,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,1.112699e-07,-9.749703e-06,-1.356756e-06,0,0,0,Ejercicio1
0.54,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,1.868954e-10,-1.637616e-08,-2.278886e-09,0,0,0,Ejercicio1
0.55,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.56,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.57,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.58,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.59,13.14802,-88.41521,8.031162,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.6,13.15669,-88.39171,7.925413,0,0,0,0,0,0,0,1.02363,2.779615,-12.48151,0,0,0,Ejercicio1
0.61,13.11229,-88.33257,7.655718,0,0,0,0,0,0,0,-5.315712,1.308763,-6.293449,0,0,0,Ejercicio1
0.62,13.13446,-88.32678,7.384052,0,0,0,0,0,0,0,1.584309,4.157126,-20.00981,0,0,0,Ejercicio1
0.63,13.09889,-88.29621,7.001542,0,0,0,0,0,0,0,0.8244674,-1.098244,-40.60361,0,0,0,Ejercicio1
0.64,13.11174,-88.25969,6.843191,0,0,0,0,0,0,0,0.2875399,0.8113152,-3.612298,0,0,0,Ejercicio1
0.65,13.05932,-88.33077,6.664634,0,0,0,0,0,0,0,-7.661413,-7.70928,-9.557161,0,0,0,Ejercicio1
0.66,12.95645,-88.29825,6.277305,0,0,0,0,0,0,0,-8.82844,6.12488,-33.19427,0,0,0,Ejercicio1
0.67,12.83267,-88.38117,6.146507,0,0,0,0,0,0,0,-6.049189,0.1878276,-13.37298,0,0,0,Ejercicio1
0.68,12.64192,-88.46403,6.010699,0,0,0,0,0,0,0,-5.090805,-4.121188,-13.20127,0,0,0,Ejercicio1
0.69,12.4624,-88.45513,5.724374,0,0,0,0,0,0,0,-9.605132,-7.033158,-6.229478,0,0,0,Ejercicio1
0.7,12.33665,-88.42986,5.608786,0,0,0,0,0,0,0,-5.897097,1.576485,-7.732625,0,0,0,Ejercicio1
0.71,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,-0.8897811,0.1824156,-0.8350425,0,0,0,Ejercicio1
0.72,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,-0.005363643,0.00109961,-0.005033676,0,0,0,Ejercicio1
0.73,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,-6.125117e-05,1.255721e-05,-5.748305e-05,0,0,0,Ejercicio1
0.74,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,-3.692305e-07,7.624163e-08,-3.464368e-07,0,0,0,Ejercicio1
0.75,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,-3.063467e-09,6.325688e-10,-2.87435e-09,0,0,0,Ejercicio1
0.76,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.77,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.78,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.79,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.8,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.81,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.82,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.83,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.84,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.85,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.86,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.87,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.88,12.2737,-88.41719,5.551035,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.89,12.27767,-88.4045,5.498349,0,0,0,0,0,0,0,0.2563421,0.8197539,-3.400135,0,0,0,Ejercicio1
0.9,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,8.387261,0.009361342,0.5967485,0,0,0,Ejercicio1
0.91,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.3132144,0.0001471403,0.02312952,0,0,0,Ejercicio1
0.92,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.001888071,8.869686e-07,0.0001394258,0,0,0,Ejercicio1
0.93,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,1.566513e-05,7.359086e-09,1.156802e-06,0,0,0,Ejercicio1
0.94,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,1.299527e-07,0.0,9.851106e-09,0,0,0,Ejercicio1
0.95,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.96,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.97,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.98,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
0.99,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.0,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.01,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.02,12.34464,-88.4045,5.503412,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.03,12.27767,-88.4045,5.498349,0,0,0,0,0,0,0,-1.650519,0.0,-0.1244355,0,0,0,Ejercicio1
1.04,12.28959,-88.36629,5.340322,0,0,0,0,0,0,0,0.4643125,1.524829,-6.291512,0,0,0,Ejercicio1
1.05,12.2265,-88.35352,5.282616,0,0,0,0,0,0,0,-6.160694,0.2587868,-1.533679,0,0,0,Ejercicio1
1.06,12.1673,-88.3279,5.17228,0,0,0,0,0,0,0,-2.729401,1.834156,-7.772435,0,0,0,Ejercicio1
1.07,12.10411,-88.31506,5.114636,0,0,0,0,0,0,0,-3.068686,0.3591349,-1.706898,0,0,0,Ejercicio1
1.08,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,-1.294714,1.615432,-6.73779,0,0,0,Ejercicio1
1.09,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,-0.007804595,0.009737903,-0.04061572,0,0,0,Ejercicio1
1.1,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,-8.912611e-05,0.0001112039,-0.0004638191,0,0,0,Ejercicio1
1.11,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,-5.372564e-07,6.703423e-07,-2.795924e-06,0,0,0,Ejercicio1
1.12,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,-4.45756e-09,5.56176e-09,-2.319749e-08,0,0,0,Ejercicio1
1.13,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.14,12.04087,-88.30219,5.057022,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.15,12.0414,-88.35612,5.049748,0,0,0,0,0,0,0,0.0355919,-3.583722,-0.4826818,0,0,0,Ejercicio1
1.16,12.04529,-88.34323,4.997103,0,0,0,0,0,0,0,0.5264174,1.718053,-7.139042,0,0,0,Ejercicio1
1.17,11.92787,-88.45325,4.755019,0,0,0,0,0,0,0,-2.841368,-9.635275,-26.74677,0,0,0,Ejercicio1
1.18,11.67906,-88.54988,4.451035,0,0,0,0,0,0,0,-11.41353,-13.31017,-17.71688,0,0,0,Ejercicio1
1.19,11.30144,-88.61956,4.033251,0,0,0,0,0,0,0,-25.02501,-6.226058,-40.81517,0,0,0,Ejercicio1
1.2,10.91041,-88.62038,3.788512,0,0,0,0,0,0,0,-29.99612,-8.884431,-19.72273,0,0,0,Ejercicio1
1.21,10.4638,-88.56704,3.330338,0,0,0,0,0,0,0,-25.4703,4.460906,-22.20822,0,0,0,Ejercicio1
1.22,10.07989,-88.57995,2.923382,0,0,0,0,0,0,0,-29.55195,-4.538874,-17.33064,0,0,0,Ejercicio1
1.23,9.557225,-88.53786,2.516715,0,0,0,0,0,0,0,-21.06863,0.9384056,-8.976049,0,0,0,Ejercicio1
1.24,9.165415,-88.45469,2.178874,0,0,0,0,0,0,0,-20.87542,2.662352,-11.22177,0,0,0,Ejercicio1
1.25,9.028753,-88.45469,2.171392,0,0,0,0,0,0,0,-4.065086,0.02208925,-0.3044116,0,0,0,Ejercicio1
1.26,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,-0.6539977,-6.622359,-0.8906211,0,0,0,Ejercicio1
1.27,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,-0.005426151,-0.05494502,-0.00738939,0,0,0,Ejercicio1
1.28,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,-6.196499e-05,-0.0006274555,-8.438459e-05,0,0,0,Ejercicio1
1.29,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,-3.735572e-07,-3.782476e-06,-5.08131e-07,0,0,0,Ejercicio1
1.3,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,-2.251821e-09,-2.280094e-08,-3.063038e-09,0,0,0,Ejercicio1
1.31,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.32,8.960794,-88.50866,2.160741,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.33,9.029131,-88.50866,2.16444,0,0,0,0,0,0,0,0.2519197,0.0,0.0136872,0,0,0,Ejercicio1
1.34,9.029131,-88.50866,2.16444,0,0,0,0,0,0,0,0.002876846,0.0,0.0001563037,0,0,0,Ejercicio1
1.35,9.029131,-88.50866,2.16444,0,0,0,0,0,0,0,3.285271e-05,0.0,1.784941e-06,0,0,0,Ejercicio1
1.36,9.029131,-88.50866,2.16444,0,0,0,0,0,0,0,1.980377e-07,0.0,1.075971e-08,0,0,0,Ejercicio1
1.37,9.031981,-88.49472,2.111996,0,0,0,0,0,0,0,0.01403988,0.06872481,-0.2584108,0,0,0,Ejercicio1
1.38,9.031981,-88.49472,2.111996,0,0,0,0,0,0,0,0.0001164874,0.0005702026,-0.002144007,0,0,0,Ejercicio1
1.39,9.031981,-88.49472,2.111996,0,0,0,0,0,0,0,7.021915e-07,3.437208e-06,-1.292418e-05,0,0,0,Ejercicio1
1.4,9.031981,-88.49472,2.111996,0,0,0,0,0,0,0,5.82601e-09,2.851815e-08,-1.072306e-07,0,0,0,Ejercicio1
1.41,9.031981,-88.49472,2.111996,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.42,9.034829,-88.48076,2.059558,0,0,0,0,0,0,0,0.4908299,2.406546,-9.033964,0,0,0,Ejercicio1
1.43,9.034829,-88.48076,2.059558,0,0,0,0,0,0,0,0.002149655,0.01053979,-0.03956544,0,0,0,Ejercicio1
1.44,9.034829,-88.48076,2.059558,0,0,0,0,0,0,0,3.378798e-05,0.0001656629,-0.0006218842,0,0,0,Ejercicio1
1.45,9.034829,-88.48076,2.059558,0,0,0,0,0,0,0,1.479789e-07,7.255427e-07,-2.723625e-06,0,0,0,Ejercicio1
1.46,9.103207,-88.48076,2.063287,0,0,0,0,0,0,0,0.1306077,1.218664e-09,0.00714999,0,0,0,Ejercicio1
1.47,9.103207,-88.48076,2.063287,0,0,0,0,0,0,0,0.001491501,0.0,8.165077e-05,0,0,0,Ejercicio1
1.48,9.106077,-88.46678,2.010856,0,0,0,0,0,0,0,0.3613101,1.761042,-6.599825,0,0,0,Ejercicio1
1.49,9.108947,-88.45278,1.958431,0,0,0,0,0,0,0,0.3607758,1.761362,-6.590228,0,0,0,Ejercicio1
1.5,9.108947,-88.45278,1.958431,0,0,0,0,0,0,0,0.007804943,0.03810493,-0.1425716,0,0,0,Ejercicio1
1.51,9.111816,-88.43876,1.906012,0,0,0,0,0,0,0,0.02765838,0.1352533,-0.5052308,0,0,0,Ejercicio1
1.52,9.111816,-88.43876,1.906012,0,0,0,0,0,0,0,0.0003158503,0.001544552,-0.005769583,0,0,0,Ejercicio1
1.53,9.114686,-88.42472,1.853598,0,0,0,0,0,0,0,0.01069075,0.05236467,-0.1952862,0,0,0,Ejercicio1
1.54,9.114686,-88.42472,1.853598,0,0,0,0,0,0,0,0.0001220852,0.0005979887,-0.002230109,0,0,0,Ejercicio1
1.55,8.983408,-88.39657,1.741343,0,0,0,0,0,0,0,-16.69585,5.161034,-20.14156,0,0,0,Ejercicio1
1.56,8.857513,-88.34001,1.52444,0,0,0,0,0,0,0,-9.266175,4.824704,-18.36231,0,0,0,Ejercicio1
1.57,8.603385,-88.45609,1.115943,0,0,0,0,0,0,0,-16.58871,-5.302405,-24.63895,0,0,0,Ejercicio1
1.58,8.22796,-88.46928,0.3356325,0,0,0,0,0,0,0,-22.93626,0.4376385,-51.1589,0,0,0,Ejercicio1
1.59,7.967392,-88.54309,-0.01141119,0,0,0,0,0,0,0,-12.06319,-8.235532,-25.60036,0,0,0,Ejercicio1
1.6,7.635712,-88.50816,-0.3474736,0,0,0,0,0,0,0,-22.96378,1.278911,-10.70758,0,0,0,Ejercicio1
1.61,7.36535,-88.5174,-0.5230774,0,0,0,0,0,0,0,-17.52724,-3.35648,-13.55516,0,0,0,Ejercicio1
1.62,7.2287,-88.50244,-0.5812681,0,0,0,0,0,0,0,-10.8052,0.03689862,-0.8709305,0,0,0,Ejercicio1
1.63,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,-9.047043,0.000421371,-0.3880687,0,0,0,Ejercicio1
1.64,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,-0.07506237,3.496071e-06,-0.003219766,0,0,0,Ejercicio1
1.65,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,-0.0006227846,2.900654e-08,-2.671406e-05,0,0,0,Ejercicio1
1.66,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,-5.167181e-06,7.452132e-10,-2.215815e-07,0,0,0,Ejercicio1
1.67,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,-5.90089e-08,0.0,-2.500728e-09,0,0,0,Ejercicio1
1.68,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.69,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.7,7.159235,-88.50244,-0.5842262,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.71,7.226466,-88.5174,-0.5290775,0,0,0,0,0,0,0,0.8142997,-0.6949365,2.465472,0,0,0,Ejercicio1
1.72,7.226466,-88.5174,-0.5290775,0,0,0,0,0,0,0,0.009299056,-0.007935965,0.02815494,0,0,0,Ejercicio1
1.73,7.226466,-88.5174,-0.5290775,0,0,0,0,0,0,0,5.605515e-05,-4.783837e-05,0.0001697193,0,0,0,Ejercicio1
1.74,7.224233,-88.53234,-0.4768809,0,0,0,0,0,0,0,-0.02188121,-0.1462471,0.5113704,0,0,0,Ejercicio1
1.75,7.224233,-88.53234,-0.4768809,0,0,0,0,0,0,0,-0.000131901,-0.0008815847,0.003082565,0,0,0,Ejercicio1
1.76,7.154811,-88.53234,-0.4798372,0,0,0,0,0,0,0,-0.3769355,-7.314416e-06,-0.01594846,0,0,0,Ejercicio1
1.77,7.154811,-88.53234,-0.4798372,0,0,0,0,0,0,0,-0.003127394,-6.068694e-08,-0.0001323227,0,0,0,Ejercicio1
1.78,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,-0.01797881,3.428447,0.4242376,0,0,0,Ejercicio1
1.79,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,-4.156405e-05,0.007926057,0.0009807741,0,0,0,Ejercicio1
1.8,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,-9.608988e-08,1.832386e-05,2.267403e-06,0,0,0,Ejercicio1
1.81,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,-1.097317e-09,2.092529e-07,2.589305e-08,0,0,0,Ejercicio1
1.82,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.83,7.154528,-88.47834,-0.4731666,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.84,7.085107,-88.47834,-0.4760942,0,0,0,0,0,0,0,-11.90665,0.0,-0.4996852,0,0,0,Ejercicio1
1.85,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,-6.791999,0.1063736,-0.6542769,0,0,0,Ejercicio1
1.86,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,-0.04094249,0.000641225,-0.003944012,0,0,0,Ejercicio1
1.87,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,-0.0004675509,7.322595e-06,-4.503943e-05,0,0,0,Ejercicio1
1.88,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,-2.818419e-06,4.414095e-08,-2.714998e-07,0,0,0,Ejercicio1
1.89,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,-3.218549e-08,5.040762e-10,-3.100445e-09,0,0,0,Ejercicio1
1.9,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.91,7.017855,-88.4634,-0.5311927,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,Ejercicio1
1.92,6.887467,-88.40343,-0.7456504,0,0,0,0,0,0,0,-4.142784,3.016991,-10.65549,0,0,0,Ejercicio1
1.93,6.682987,-88.37332,-0.8583583,0,0,0,0,0,0,0,-10.47598,0.3548946,-1.6435,0,0,0,Ejercicio1
1.94,6.408614,-88.34312,-0.9734437,0,0,0,0,0,0,0,-15.26478,0.4502546,-2.133069,0,0,0,Ejercicio1
1.95,6.201642,-88.328,-1.033375,0,0,0,0,0,0,0,-16.29835,1.014059,-4.094119,0,0,0,Ejercicio1
1.96,6.064206,-88.31284,-1.090567,0,0,0,0,0,0,0,-11.40044,0.08685046,-0.7070909,0,0,0,Ejercicio1
1.97,5.996376,-88.29767,-1.145191,0,0,0,0,0,0,0,-4.848993,0.07749873,-0.4380088,0,0,0,Ejercicio1
1.98,5.792623,-88.25202,-1.308861,0,0,0,0,0,0,0,-17.71214,2.507549,-9.186893,0,0,0,Ejercicio1
1.99,5.525414,-88.14477,-1.682901,0,0,0,0,0,0,0,-25.55943,5.582092,-19.73402,0,0,0,Ejercicio1
2.0,5.190077,-88.00534,-2.162433,0,0,0,0,0,0,0,-29.54518,14.5239,-49.42486,0,0,0,Ejercicio1
2.01,4.716449,-87.81676,-2.800625,0,0,0,0,0,0,0,-33.48164,15.93784,-53.23563,0,0,0,Ejercicio1
2.02,4.166172,-87.71129,-3.34119,0,0,0,0,0,0,0,-44.26523,10.75859,-44.41853,0,0,0,Ejercicio1
2.03,3.543686,-87.57112,-3.984435,0,0,0,0,0,0,0,-37.64785,10.02076,-44.36513,0,0,0,Ejercicio1
2.04,2.914734,-87.46101,-4.520931,0,0,0,0,0,0,0,-49.27622,8.377145,-35.53413,0,0,0,Ejercicio1
2.05,2.282023,-87.45679,-5.067584,0,0,0,0,0,0,0,-32.76009,-8.52821,-31.74173,0,0,0,Ejercicio1
2.06,1.787168,-87.3763,-5.49333,0,0,0,0,0,0,0,-35.63913,-4.88627,-26.3311,0,0,0,Ejercicio1
2.07,1.359871,-87.30855,-5.703726,0,0,0,0,0,0,0,-23.09652,1.587274,-5.250473,0,0,0,Ejercicio1
