tr_01,pxr_01,pyr_01,pzr_01,pxdr_01,pydr_01,pzdr_01,q1r_01,tau0_01,tau1_01,tau2_01,vel1_01,vel2_01,vel3_01,veld1_01,veld2_01,veld3_01,Hpred0,Etiqueta
0.94,-0.01014508,-0.09007674,-0.01154677,0,0,0,0,0,0,0,-0.000991906,7.075141e-05,7.395268e-05,0,0,0,0.001419836404719,Ejercicio 1
0.941,-0.01029593,-0.09005745,-0.01158908,0,0,0,0,0,0,0,-0.003411124,0.003325671,-0.008572443,0,0,0,0.0014196018903202,Ejercicio 1
0.942,-0.01081687,-0.09003815,-0.0116094,0,0,0,0,0,0,0,-0.02482876,0.0006767678,-0.0002900158,0,0,0,0.0014135373686366,Ejercicio 1
0.943,-0.01118999,-0.09001881,-0.01163747,0,0,0,0,0,0,0,-0.02024649,0.001818267,-0.003524765,0,0,0,0.0014104742865511,Ejercicio 1
0.944,-0.011264,-0.09001881,-0.01163285,0,0,0,0,0,0,0,-0.0001534059,4.203561e-06,-1.458321e-06,0,0,0,0.0014104742865511,Ejercicio 1
0.945,-0.01118999,-0.09001881,-0.01163747,0,0,0,0,0,0,0,0.003794819,7.060544e-09,-0.0002359461,0,0,0,0.0014104742865511,Ejercicio 1
0.946,-0.01112224,-0.08998009,-0.01174341,0,0,0,0,0,0,0,7.469616999999999e-06,0.00442212,-0.01160546,0,0,0,0.0014119222479782,Ejercicio 1
0.947,-0.01121204,-0.08988293,-0.01199205,0,0,0,0,0,0,0,-0.01795674,0.004818542,-0.01145236,0,0,0,0.001427974705258,Ejercicio 1
0.948,-0.01122462,-0.08980483,-0.0121945,0,0,0,0,0,0,0,-0.0005564133,0.003120748,-0.008066133,0,0,0,0.0014345938316127,Ejercicio 1
0.949,-0.01108206,-0.08971144,-0.01230026,0,0,0,0,0,0,0,0.001943926,0.0002008016,-0.0002648091,0,0,0,0.0014384804655577,Ejercicio 1
0.95,-0.01078492,-0.08971144,-0.01231824,0,0,0,0,0,0,0,0.02040647,2.450468e-07,-0.001218334,0,0,0,0.0014384804655577,Ejercicio 1
0.951,-0.0107819,-0.08973104,-0.01226765,0,0,0,0,0,0,0,0.0001437783,-0.000134905,0.0003411246,0,0,0,0.0014369635967736,Ejercicio 1
0.952,-0.01077888,-0.08975062,-0.01221705,0,0,0,0,0,0,0,3.455114e-06,-2.053955e-05,5.3101570000000005e-05,0,0,0,0.0014369635967736,Ejercicio 1
0.953,-0.01100162,-0.08975062,-0.01220362,0,0,0,0,0,0,0,-0.01428751,-4.748437e-08,0.0008706994,0,0,0,0.0014355732704291,Ejercicio 1
0.954,-0.0111501,-0.08975062,-0.0121945099999999,0,0,0,0,0,0,0,-0.01015891,-5.422571000000001e-10,0.0006273969,0,0,0,0.0014345938316127,Ejercicio 1
0.955,-0.01152157,-0.08980483,-0.0121757899999999,0,0,0,0,0,0,0,-0.02632725,-0.000974982,0.001597552,0,0,0,0.0014345938316127,Ejercicio 1
0.956,-0.01210517,-0.08986344,-0.01198514,0,0,0,0,0,0,0,-0.03596442,-0.003263958,0.01090877,0,0,0,0.0014260811673791,Ejercicio 1
0.957,-0.01297662,-0.0899607,-0.01167019,0,0,0,0,0,0,0,-0.03764818,-0.005733882,0.01775325,0,0,0,0.0013956416203074,Ejercicio 1
0.958,-0.01384773,-0.0898212999999999,-0.0113829899999999,0,0,0,0,0,0,0,-0.0352475099999999,0.01772841,0.008354014,0,0,0,0.0013890725118245,Ejercicio 1
0.959,-0.01463796,-0.08964661,-0.01104173,0,0,0,0,0,0,0,-0.03456334,0.01923769,0.01334141,0,0,0,0.0013735623389326,Ejercicio 1
0.96,-0.01526775,-0.08929289,-0.0105878,0,0,0,0,0,0,0,-0.03103922,0.01264815,0.02636588,0,0,0,0.0013409252738803,Ejercicio 1
0.961,-0.01557796,-0.08897854,-0.009896412,0,0,0,0,0,0,0,-0.009104027,0.01427199,0.03941313,0,0,0,0.0012495763109951,Ejercicio 1
0.962,-0.01564409,-0.08880814,-0.008971634,0,0,0,0,0,0,0,0.0026304889999999,0.01233942,0.04634976,0,0,0,0.0012164577259797,Ejercicio 1
0.963,-0.01569572,-0.08879439,-0.007900926,0,0,0,0,0,0,0,0.003888882,-0.01395425,0.07276685,0,0,0,0.0011342481164543,Ejercicio 1
0.964,-0.01585986,-0.08872108,-0.007291518,0,0,0,0,0,0,0,-0.009211068,-0.006940335,0.05759341,0,0,0,0.0010809548229906,Ejercicio 1
0.965,-0.01597788,-0.08848528,-0.006988425,0,0,0,0,0,0,0,-0.01088871,0.01537929,0.02147519,0,0,0,0.0010619731587669,Ejercicio 1
0.966,-0.01602226,-0.0881408799999999,-0.006679019,0,0,0,0,0,0,0,9.683461e-05,0.02426689,0.008944443,0,0,0,0.0010761359823608,Ejercicio 1
0.967,-0.01600846,-0.08774349,-0.006528261,0,0,0,0,0,0,0,0.001498207,0.02360755,0.01643197,0,0,0,0.0010393350457914,Ejercicio 1
0.968,-0.01598218,-0.08756081,-0.006241206,0,0,0,0,0,0,0,0.0006906885,0.01427299,0.007545704,0,0,0,0.0010121179197566,Ejercicio 1
0.969,-0.01597519,-0.08736209,-0.006164814,0,0,0,0,0,0,0,3.330142e-05,0.0007489749999999,0.000363789,0,0,0,0.0010121179197566,Ejercicio 1
0.97,-0.01597049,-0.08737952,-0.006113563,0,0,0,0,0,0,0,9.048909e-06,-3.082438e-05,9.885135e-05,0,0,0,0.0010137865619482,Ejercicio 1
0.971,-0.01589875,-0.08737952,-0.006120115,0,0,0,0,0,0,0,0.0002650598,-9.808284000000001e-08,-2.383666e-05,0,0,0,0.0010128076715922,Ejercicio 1
0.972,-0.01589875,-0.08737952,-0.006120115,0,0,0,0,0,0,0,4.452098e-07,-1.647456e-10,-4.003742e-08,0,0,0,0.0010136041265948,Ejercicio 1
0.973,-0.01597049,-0.08737952,-0.006113563,0,0,0,0,0,0,0,-0.000492886,0.0,4.511906e-05,0,0,0,0.0009940559686454,Ejercicio 1
0.974,-0.01604223,-0.08737952,-0.006106981,0,0,0,0,0,0,0,-0.0087214759999999,0.0,0.0008019853,0,0,0,0.0009940559686454,Ejercicio 1
0.975,-0.01625743,-0.08737952,-0.006087059,0,0,0,0,0,0,0,-0.0147429,0.0,0.00137403,0,0,0,0.0009940559686454,Ejercicio 1
0.976,-0.01645324,-0.0874490399999999,-0.005861848,0,0,0,0,0,0,0,-0.001907167,-0.004275028,0.01293391,0,0,0,0.0009561819512243,Ejercicio 1
0.977,-0.01657147,-0.08748144,-0.005585503,0,0,0,0,0,0,0,-0.01525653,-0.0002334831,0.02259252,0,0,0,0.0009428557683404,Ejercicio 1
0.978,-0.01652196,-0.08759869,-0.005065786,0,0,0,0,0,0,0,0.00225194,-0.002992257,0.02394255,0,0,0,0.0008651731448336,Ejercicio 1
0.979,-0.01647666,-0.08764299,-0.004590387,0,0,0,0,0,0,0,0.0028203779999999,0.003785095,0.02960641,0,0,0,0.000835347765029,Ejercicio 1
0.98,-0.0164306899999999,-0.08763158,-0.004107876,0,0,0,0,0,0,0,0.003663693,0.0008830222,0.03845443,0,0,0,0.0008202894362105,Ejercicio 1
0.981,-0.01640429,-0.08755249,-0.003830781,0,0,0,0,0,0,0,0.001244535,0.007601055,0.01306274,0,0,0,0.0008202894362105,Ejercicio 1
0.982,-0.0163582,-0.08753847,-0.003347027,0,0,0,0,0,0,0,0.002181956,-0.002742777,0.02290199,0,0,0,0.0007218132437533,Ejercicio 1
0.983,-0.01616572,-0.08748492,-0.002817551,0,0,0,0,0,0,0,0.009360271,0.0007171102,0.0297278799999999,0,0,0,0.0006852093250972,Ejercicio 1
0.984,-0.0159814,-0.0876293,-0.002365577,0,0,0,0,0,0,0,0.01154722,-0.005061109,0.01553242,0,0,0,0.0006402405311351,Ejercicio 1
0.985,-0.0159378,-0.08777197,-0.001899842,0,0,0,0,0,0,0,0.001309986,-0.0040841029999999,0.01341539,0,0,0,0.000579831690219,Ejercicio 1
0.986,-0.01589838,-0.08784336,-0.001478707,0,0,0,0,0,0,0,0.002555354,0.001351781,0.02729532,0,0,0,0.0005287300379141,Ejercicio 1
0.987,-0.01587896,-0.08790554,-0.001271344,0,0,0,0,0,0,0,0.001213044,-0.003851913,0.0129579,0,0,0,0.0005273936431027,Ejercicio 1
0.988,-0.01594384,-0.08792103,-0.001212946,0,0,0,0,0,0,0,-0.000294042,-0.0002102327,0.0007381372,0,0,0,0.0005077955149668,Ejercicio 1
0.989,-0.01601356,-0.08792103,-0.001206375,0,0,0,0,0,0,0,-0.0009468088,-4.860265e-07,9.106288e-05,0,0,0,0.0005068377803317,Ejercicio 1
0.99,-0.01601356,-0.08792103,-0.001206375,0,0,0,0,0,0,0,-3.012736e-06,-1.546632e-09,2.8976110000000004e-07,0,0,0,0.0005094473338796,Ejercicio 1
0.991,-0.01601356,-0.08792103,-0.001206375,0,0,0,0,0,0,0,-6.964995e-09,-3.575582e-12,6.698845000000001e-10,0,0,0,0.0005031692652283,Ejercicio 1
0.992,-0.01600866,-0.0879365,-0.001154517,0,0,0,0,0,0,0,0.0004391435,-0.001386106,0.004649784,0,0,0,0.0004837295354299,Ejercicio 1
0.993,-0.01600866,-0.0879365,-0.001154517,0,0,0,0,0,0,0,1.015234e-06,-3.204471e-06,1.074961e-05,0,0,0,0.00048466926488,Ejercicio 1
0.994,-0.0159292,-0.08796738,-0.001057345,0,0,0,0,0,0,0,0.0005968236,-0.001447466,0.0048573,0,0,0,0.0004687153761505,Ejercicio 1
0.995,-0.0159292,-0.08796738,-0.001057345,0,0,0,0,0,0,0,6.815544e-06,-1.652963e-05,5.54689e-05,0,0,0,0.0004687153761505,Ejercicio 1
0.996,-0.01585954,-0.08796738,-0.001063881,0,0,0,0,0,0,0,0.006058585,-2.776412e-08,-0.0005670753,0,0,0,0.000470433778089,Ejercicio 1
0.997,-0.01572021,-0.08796738,-0.001076866,0,0,0,0,0,0,0,0.007279099,-8.834513e-11,-0.0006753882,0,0,0,0.000470433778089,Ejercicio 1
0.998,-0.01556593,-0.08795955,-0.0009273139,0,0,0,0,0,0,0,0.003587662,0.003463984,0.0003685549,0,0,0,0.0004692683498916,Ejercicio 1
0.999,-0.01556593,-0.08795955,-0.0009273139,0,0,0,0,0,0,0,6.026045e-06,5.818308e-06,6.190462e-07,0,0,0,0.0004700470223801,Ejercicio 1
1.0,-0.01570514,-0.08795955,-0.0009144552,0,0,0,0,0,0,0,-0.002625052,1.345106e-08,0.0002435673,0,0,0,0.0004716362809068,Ejercicio 1
1.001,-0.01576023,-0.08800552,-0.0007522576,0,0,0,0,0,0,0,0.0006674324,-0.003279397,0.0111697,0,0,0,0.0004374043146633,Ejercicio 1
1.002,-0.01589441,-0.08802079,-0.0006873224,0,0,0,0,0,0,0,-0.003263159,-0.0005295871,0.002123543,0,0,0,0.0004392267057671,Ejercicio 1
1.003,-0.01596392,-0.08802079,-0.0006807724,0,0,0,0,0,0,0,-0.000652091,-1.224326e-06,6.578612e-05,0,0,0,0.0004416211636861,Ejercicio 1
1.004,-0.01596392,-0.08802079,-0.0006807724,0,0,0,0,0,0,0,-1.09529e-06,-2.0564490000000004e-09,1.104982e-07,0,0,0,0.0004433486036639,Ejercicio 1
1.005,-0.01596392,-0.08802079,-0.0006807724,0,0,0,0,0,0,0,-1.250788e-08,-2.348403e-11,1.261855e-09,0,0,0,0.0004433486036639,Ejercicio 1
1.006,-0.01595901,-0.08803605,-0.0006288514,0,0,0,0,0,0,0,0.001150067,-0.003575888,0.01217726,0,0,0,0.0004374043146633,Ejercicio 1
1.007,-0.01594857,-0.08801252,-0.000518234,0,0,0,0,0,0,0,0.0002645792,0.006198704,0.002801445,0,0,0,0.0004247607457298,Ejercicio 1
1.008,-0.01591913,-0.0881033599999999,-0.0002065043,0,0,0,0,0,0,0,0.001800102,-0.005487058,0.01906002,0,0,0,0.0003824307685292,Ejercicio 1
1.009,-0.0158277,-0.08794759,2.216174e-05,0,0,0,0,0,0,0,0.001177154,0.009101578,0.007311985,0,0,0,0.0003732421218149,Ejercicio 1
1.01,-0.01578792,-0.08801288,0.0004452204,0,0,0,0,0,0,0,0.004082995,-0.01095283,0.043414,0,0,0,0.0003252273591179,Ejercicio 1
1.011,-0.01578302,-0.08802769,0.0004972715,0,0,0,0,0,0,0,1.440551e-05,-4.029456e-05,0.0001531827,0,0,0,0.0003252273591179,Ejercicio 1
1.012,-0.01585204,-0.08802769,0.0005037757,0,0,0,0,0,0,0,-0.002395211,-9.315499e-08,0.0002265702,0,0,0,0.0003120461428919,Ejercicio 1
1.013,-0.01585204,-0.08802769,0.0005037757,0,0,0,0,0,0,0,-4.023134e-06,-1.5646850000000002e-10,3.805604e-07,0,0,0,0.00031029325196,Ejercicio 1
1.014,-0.01584221,-0.08805725,0.0006078919,0,0,0,0,0,0,0,0.001188653,-0.003567618,0.01258587,0,0,0,0.0003102932762053,Ejercicio 1
1.015,-0.01583238,-0.08808672,0.0007120321,0,0,0,0,0,0,0,0.0007696232,-0.002302733,0.0081490019999999,0,0,0,0.0002981280538635,Ejercicio 1
1.016,-0.01582746,-0.08810143,0.0007641112,0,0,0,0,0,0,0,9.36729e-05,-0.0002798338,0.0009918369,0,0,0,0.0002972115385873,Ejercicio 1
1.017,-0.01579301,-0.08820377,0.0011288309999999,0,0,0,0,0,0,0,0.0003919356,-0.001158031,0.0041499319999999,0,0,0,0.000235751736527,Ejercicio 1
1.018,-0.01575854,-0.08830506,0.00149384,0,0,0,0,0,0,0,0.001963092,-0.005736146,0.02078581,0,0,0,0.0002077453851144,Ejercicio 1
1.019,-0.01571353,-0.08837978,0.001970446,0,0,0,0,0,0,0,0.002006682,-0.0007746027,0.02124735,0,0,0,0.0001306391822602,Ejercicio 1
1.02,-0.01565859,-0.08848076,0.002552088,0,0,0,0,0,0,0,0.005043491,-0.009062504,0.05340201,0,0,0,7.713842746311564e-05,Ejercicio 1
1.021,-0.01564378,-0.08852257,0.002708953,0,0,0,0,0,0,0,0.0006919554999999,-0.001904718,0.007326633,0,0,0,6.318256077177707e-05,Ejercicio 1
1.022,-0.01564378,-0.08852257,0.002708953,0,0,0,0,0,0,0,1.599698e-06,-4.403424000000001e-06,1.693808e-05,0,0,0,6.318256077177707e-05,Ejercicio 1
1.023,-0.01564378,-0.08852257,0.002708953,0,0,0,0,0,0,0,1.95218e-09,-5.3736880000000005e-09,2.067027e-08,0,0,0,6.432428517318115e-05,Ejercicio 1
1.024,-0.01564378,-0.08852257,0.002708953,0,0,0,0,0,0,0,4.509849e-12,-1.269552e-11,4.775164e-11,0,0,0,6.432428517318115e-05,Ejercicio 1
1.025,-0.0156339,-0.08855034,0.002813557,0,0,0,0,0,0,0,0.0009486966,-0.002661846,0.01004509,0,0,0,6.318256077177707e-05,Ejercicio 1
1.026,-0.01558942,-0.08867422,0.0032845559999999,0,0,0,0,0,0,0,0.000842852,-0.002329739,0.008924371,0,0,0,-4.09325407608821e-06,Ejercicio 1
1.027,-0.01556963,-0.08872872,0.003494033,0,0,0,0,0,0,0,0.0001848773,-0.000507602,0.001957536,0,0,0,-4.147254888453205e-05,Ejercicio 1
1.028,-0.01553499,-0.08882327,0.003860829,0,0,0,0,0,0,0,0.001331263,-0.00361209,0.01409581,0,0,0,-0.0001026533574689,Ejercicio 1
1.029,-0.01553499,-0.08882327,0.003860829,0,0,0,0,0,0,0,3.07768e-06,-8.350613e-06,3.258741e-05,0,0,0,-0.0001008737805437,Ejercicio 1
1.03,-0.01553004,-0.08883669,0.0039132509999999,0,0,0,0,0,0,0,0.0008752763,-0.002370831,0.00926769,0,0,0,-0.0001029728797134,Ejercicio 1
1.031,-0.01552509,-0.0888500899999999,0.003965677,0,0,0,0,0,0,0,0.0008187789,-0.00221402,0.008669477,0,0,0,-0.0001210024697758,Ejercicio 1
1.032,-0.01551518,-0.08887683,0.0040705479999999,0,0,0,0,0,0,0,0.001224351,-0.003299413,0.0129638,0,0,0,-0.0001339315883473,Ejercicio 1
1.033,-0.01551023,-0.08889017,0.004122991,0,0,0,0,0,0,0,0.0001238278,-0.0003331234,0.001311126,0,0,0,-0.0001339315883473,Ejercicio 1
1.034,-0.01550032,-0.08891677,0.004227893,0,0,0,0,0,0,0,0.0006483378,-0.00173819,0.006864796,0,0,0,-0.0001376172384874,Ejercicio 1
1.035,-0.01549537,-0.08893005,0.004280353,0,0,0,0,0,0,0,0.0002465755,-0.0006599311,0.0026108159999999,0,0,0,-0.000160996845544,Ejercicio 1
1.036,-0.0154805,-0.08896973,0.004437763,0,0,0,0,0,0,0,0.001021652,-0.002720216,0.01081756,0,0,0,-0.0001651782733945,Ejercicio 1
1.037,-0.01545076,-0.0890485199999999,0.004752727,0,0,0,0,0,0,0,0.0007024964,-0.001851042,0.007438244,0,0,0,-0.0002166706496684,Ejercicio 1
1.038,-0.01536867,-0.08908762,0.004903948,0,0,0,0,0,0,0,0.0007870625,-0.001723847,0.006951411,0,0,0,-0.0002490012821658,Ejercicio 1
1.039,-0.01535385,-0.08912654,0.005061555,0,0,0,0,0,0,0,0.0007502699,-0.001964203,0.007976752,0,0,0,-0.0002620623362175,Ejercicio 1
1.04,-0.0153242,-0.08920378,0.005376912,0,0,0,0,0,0,0,0.00345276,-0.008946445,0.03672016,0,0,0,-0.0002873668762958,Ejercicio 1
1.041,-0.01530377,-0.08920088,0.005594186,0,0,0,0,0,0,0,0.001150036,-0.002217576,0.01223065,0,0,0,-0.000331068183096,Ejercicio 1
1.042,-0.01528893,-0.08923896,0.005751997,0,0,0,0,0,0,0,0.0006485077999999,-0.001658196,0.006896891,0,0,0,-0.0003734476054889,Ejercicio 1
1.043,-0.01527903,-0.08926423,0.005857229,0,0,0,0,0,0,0,0.0001972699,-0.0005029685,0.002097969,0,0,0,-0.0003739693907276,Ejercicio 1
1.044,-0.01524373,-0.08929805,0.006232659,0,0,0,0,0,0,0,0.003419769,-0.0078675,0.0363693,0,0,0,-0.0004148592877778,Ejercicio 1
1.045,-0.0151104,-0.08929805,0.0062201769999999,0,0,0,0,0,0,0,0.015827,-7.454301e-07,-0.00147159,0,0,0,-0.000414032430831,Ejercicio 1
1.046,-0.01504309,-0.08924409,0.006220955,0,0,0,0,0,0,0,0.0093527419999999,0.007475238,0.0001087002,0,0,0,-0.0004126146456978,Ejercicio 1
1.047,-0.0150382,-0.08925655,0.006273621,0,0,0,0,0,0,0,0.001222888,-0.002989115,0.01277874,0,0,0,-0.0004153490573246,Ejercicio 1
1.048,-0.01503266,-0.08921503,0.00633329,0,0,0,0,0,0,0,0.0002574539,0.000774273,0.00277382,0,0,0,-0.0004141275562357,Ejercicio 1
1.049,-0.01501311,-0.08926454,0.006544024,0,0,0,0,0,0,0,0.001314712,-0.00331613,0.0141695,0,0,0,-0.0004585312272874,Ejercicio 1
1.05,-0.01500268,-0.08923521,0.006656441,0,0,0,0,0,0,0,3.796975e-05,-9.544261e-05,0.0004092245,0,0,0,-0.0004801308099177,Ejercicio 1
1.051,-0.0149063199999999,-0.08925463,0.00697365,0,0,0,0,0,0,0,0.009063149,-0.0005315544,0.002746019,0,0,0,-0.000511233082363,Ejercicio 1
1.052,-0.01483511,-0.08926678,0.007020274,0,0,0,0,0,0,0,0.007201275,-0.00206634,0.008392089,0,0,0,-0.0005141855359076,Ejercicio 1
1.053,-0.01483026,-0.08927892,0.007073019,0,0,0,0,0,0,0,0.0001323121,-0.0003038594,0.00132147,0,0,0,-0.0005353350195177,Ejercicio 1
1.054,-0.01482541,-0.08929102,0.007125768,0,0,0,0,0,0,0,1.848223e-05,-4.605043e-05,0.0002007945,0,0,0,-0.000545291624988,Ejercicio 1
1.055,-0.01481991,-0.08924917,0.007185588,0,0,0,0,0,0,0,3.994306000000001e-06,3.008167e-05,4.343717e-05,0,0,0,-0.0005480325319093,Ejercicio 1
1.056,-0.01481021,-0.08927328,0.007291111,0,0,0,0,0,0,0,0.0008384938,-0.002079406,0.009118501,0,0,0,-0.000552358625227,Ejercicio 1
1.057,-0.0148047,-0.08923135,0.007350967,0,0,0,0,0,0,0,0.0006983721,0.00327968,0.007594697,0,0,0,-0.0005659807247252,Ejercicio 1
1.058,-0.0148047,-0.08923135,0.007350967,0,0,0,0,0,0,0,1.614532e-06,7.582131e-06,1.755781e-05,0,0,0,-0.0005626763754633,Ejercicio 1
1.059,-0.014795,-0.08925533,0.00745652,0,0,0,0,0,0,0,0.001178746,-0.002906719,0.0128187,0,0,0,-0.0005892716666926,Ejercicio 1
1.06,-0.01470402,-0.08926097,0.007721536,0,0,0,0,0,0,0,0.01184459,2.6514770000000004e-06,-0.0003825819,0,0,0,-0.0006252691798667,Ejercicio 1
1.061,-0.01468468,-0.08930824,0.007932804,0,0,0,0,0,0,0,0.001089183,-0.0026167729999999,0.0117402,0,0,0,-0.0006505743200133,Ejercicio 1
1.062,-0.01467501,-0.0893317399999999,0.008038466,0,0,0,0,0,0,0,0.001129843,-0.002740172,0.01234184,0,0,0,-0.0006953159320239,Ejercicio 1
1.063,-0.01467436,-0.08927781,0.008045598,0,0,0,0,0,0,0,2.484048e-06,0.0001431141,2.713559e-05,0,0,0,-0.0006896975257749,Ejercicio 1
1.064,-0.01460232,-0.08918166,0.008106747,0,0,0,0,0,0,0,0.001254017,0.00513309,0.0005840831,0,0,0,-0.000691447905272,Ejercicio 1
1.065,-0.01460232,-0.08918166,0.008106747,0,0,0,0,0,0,0,1.11185e-06,4.551156e-06,5.178662e-07,0,0,0,-0.0006922869937397,Ejercicio 1
1.066,-0.01460232,-0.08918166,0.008106747,0,0,0,0,0,0,0,2.570432e-09,1.052159e-08,1.197229e-09,0,0,0,-0.0006980865744781,Ejercicio 1
1.067,-0.0145975,-0.08919336,0.008159592,0,0,0,0,0,0,0,0.0008630841,-0.002094646,0.009471334,0,0,0,-0.0007029931376511,Ejercicio 1
1.068,-0.0145975,-0.08919336,0.008159592,0,0,0,0,0,0,0,1.449686e-06,-3.518289e-06,1.59086e-05,0,0,0,-0.0006998467001688,Ejercicio 1
1.069,-0.0145975,-0.08919336,0.008159592,0,0,0,0,0,0,0,1.769114e-09,-4.293518e-09,1.9413940000000002e-08,0,0,0,-0.0007017230773921,Ejercicio 1
1.07,-0.01456794,-0.08920917,0.008483959,0,0,0,0,0,0,0,0.0006189619,-0.0004697656,0.006792378,0,0,0,-0.0007319811685831,Ejercicio 1
1.071,-0.01456794,-0.08920917,0.008483959,0,0,0,0,0,0,0,1.9695300000000004e-06,-1.4947890000000002e-06,2.161328e-05,0,0,0,-0.0007334847502442,Ejercicio 1
1.072,-0.01456794,-0.08920917,0.008483959,0,0,0,0,0,0,0,3.308137e-09,-2.510734e-09,3.630291e-08,0,0,0,-0.0007320814582992,Ejercicio 1
1.073,-0.01456312,-0.08922071,0.008536838,0,0,0,0,0,0,0,4.905099e-06,-1.174278e-05,5.382769e-05,0,0,0,-0.0007334995812019,Ejercicio 1
1.074,-0.01455831,-0.08923224,0.008589721,0,0,0,0,0,0,0,1.560935e-08,-3.729534e-08,1.712943e-07,0,0,0,-0.0007403059881534,Ejercicio 1
1.075,-0.01455349,-0.08924374,0.008642608,0,0,0,0,0,0,0,2.427431e-05,-5.788437e-05,0.000266382,0,0,0,-0.0007501183784127,Ejercicio 1
1.076,-0.01454867,-0.08925523,0.0086955,0,0,0,0,0,0,0,3.373211e-05,-8.027882e-05,0.0003701702,0,0,0,-0.0007804732668715,Ejercicio 1
1.077,-0.01454867,-0.08925523,0.0086955,0,0,0,0,0,0,0,1.073352e-07,-2.5544640000000004e-07,1.177878e-06,0,0,0,-0.0007804732668715,Ejercicio 1
1.078,-0.01454385,-0.08926669,0.008748397,0,0,0,0,0,0,0,0.0004383132,-0.001041079,0.004809971,0,0,0,-0.0007824093137748,Ejercicio 1
1.079,-0.01454385,-0.08926669,0.008748397,0,0,0,0,0,0,0,1.919651e-06,-4.559543e-06,2.106591e-05,0,0,0,-0.0007824093137748,Ejercicio 1
1.08,-0.01454385,-0.08926669,0.008748397,0,0,0,0,0,0,0,1.157174e-08,-2.7485140000000006e-08,1.269863e-07,0,0,0,-0.0007824093137748,Ejercicio 1
1.081,-0.01460463,-0.08927812,0.008807291,0,0,0,0,0,0,0,-0.004233801,-0.0001527443,0.001100568,0,0,0,-0.0007811574955107,Ejercicio 1
1.082,-0.01460463,-0.08927812,0.008807291,0,0,0,0,0,0,0,-9.787915e-06,-3.531219000000001e-07,2.544348e-06,0,0,0,-0.0007811574955107,Ejercicio 1
1.083,-0.01467023,-0.08927812,0.00881331,0,0,0,0,0,0,0,-0.001684231,-2.274723e-10,0.0001548749,0,0,0,-0.0007811574955107,Ejercicio 1
1.084,-0.01467023,-0.08927812,0.00881331,0,0,0,0,0,0,0,-7.376314999999999e-06,-9.962453e-13,6.782953e-07,0,0,0,-0.0007811574955107,Ejercicio 1
1.085,-0.01467023,-0.08927812,0.00881331,0,0,0,0,0,0,0,-1.2389690000000001e-08,0.0,1.139296e-09,0,0,0,-0.0007811574955107,Ejercicio 1
1.086,-0.01467023,-0.08927812,0.00881331,0,0,0,0,0,0,0,-2.081043e-11,0.0,1.913628e-12,0,0,0,-0.0007811574955107,Ejercicio 1
1.087,-0.01467023,-0.08927812,0.00881331,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,-0.0007811574955107,Ejercicio 1
1.088,-0.0146605,-0.08930093,0.008919119,0,0,0,0,0,0,0,9.807812e-06,-2.295012e-05,0.0001066586,0,0,0,-0.0007818840002396,Ejercicio 1
1.089,-0.0146605,-0.08930093,0.008919119,0,0,0,0,0,0,0,3.120835e-08,-7.302704999999999e-08,3.393864e-07,0,0,0,-0.0007818840002396,Ejercicio 1
1.09,-0.01465564,-0.0893123099999999,0.00897203,0,0,0,0,0,0,0,6.772362e-06,-1.58157e-05,7.364846999999999e-05,0,0,0,-0.0008214615978497,Ejercicio 1
1.091,-0.01465564,-0.0893123099999999,0.00897203,0,0,0,0,0,0,0,1.5656690000000003e-08,-3.656354e-08,1.702643e-07,0,0,0,-0.0008213668938978,Ejercicio 1
1.092,-0.01465564,-0.0893123099999999,0.00897203,0,0,0,0,0,0,0,2.629788e-11,-6.141423e-11,2.859857e-10,0,0,0,-0.0008213668938978,Ejercicio 1
1.093,-0.01465564,-0.0893123099999999,0.00897203,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,-0.0008199520388541,Ejercicio 1
1.094,-0.01465564,-0.0893123099999999,0.00897203,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,-0.0008199520388541,Ejercicio 1
1.095,-0.01464591,-0.08933499,0.009077867,0,0,0,0,0,0,0,0.0009695199,-0.002255127,0.01054339,0,0,0,-0.0008216961960804,Ejercicio 1
1.096,-0.01462157,-0.08939132,0.009342539,0,0,0,0,0,0,0,2.699283e-05,-6.215842e-05,0.0002935432,0,0,0,-0.0008655973891055,Ejercicio 1
1.097,-0.0146167,-0.08940252,0.009395487,0,0,0,0,0,0,0,1.269584e-05,-2.917665e-05,0.0001380654,0,0,0,-0.0008701182208946,Ejercicio 1
1.098,-0.01461183,-0.0894137,0.00944844,0,0,0,0,0,0,0,6.524347e-05,-0.0001496346,0.0007095134,0,0,0,-0.0008886036346209,Ejercicio 1
1.099,-0.01461183,-0.0894137,0.00944844,0,0,0,0,0,0,0,1.095867e-07,-2.51335e-07,1.19174e-06,0,0,0,-0.0008966511358305,Ejercicio 1
1.1,-0.01461183,-0.0894137,0.00944844,0,0,0,0,0,0,0,2.533481e-10,-5.810488999999998e-10,2.755124e-09,0,0,0,-0.0008981591237371,Ejercicio 1
1.101,-0.01461183,-0.0894137,0.00944844,0,0,0,0,0,0,0,8.061509000000002e-13,-1.848892e-12,8.766777e-12,0,0,0,-0.0008981591237392,Ejercicio 1
