tr_01,pxr_01,pyr_01,pzr_01,pxdr_01,pydr_01,pzdr_01,q1r_01,tau0_01,tau1_01,tau2_01,vel1_01,vel2_01,vel3_01,veld1_01,veld2_01,veld3_01,Hpred0
0.1,0.005785071,-0.08674519,-0.005274529,0,0,0,0,0,0,0,-7.3038e-05,0.0,-2.4335849999999997e-06,0,0,0,0.0009269364162091974
0.101,0.005786791,-0.08672830000000001,-0.0053261490000000005,0,0,0,0,0,0,0,1.1628850000000001e-06,1.230156e-05,-3.757994e-05,0,0,0,0.0009392540597869991
0.10200000000000001,0.005786791,-0.08672830000000001,-0.0053261490000000005,0,0,0,0,0,0,0,1.953249e-09,2.066241e-08,-6.312144e-08,0,0,0,0.0009382184569037991
0.10300000000000001,0.005786791,-0.08672830000000001,-0.0053261490000000005,0,0,0,0,0,0,0,3.5323280000000002e-12,3.470577e-11,-1.06014e-10,0,0,0,0.000937797870350849
0.10400000000000001,0.005786791,-0.08672830000000001,-0.0053261490000000005,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.000937797870350849
0.105,0.005643958,-0.08672830000000001,-0.0053308489999999995,0,0,0,0,0,0,0,-0.005055052,0.0,-0.0001642697,0,0,0,0.0009376920612903591
0.106,0.005501121,-0.08672830000000001,-0.005335432,0,0,0,0,0,0,0,-0.009728403,0.0,-0.0003081267,0,0,0,0.0009376920612903591
0.107,0.0054297009999999995,-0.08672830000000001,-0.005337679,0,0,0,0,0,0,0,-0.002637974,0.0,-8.246648e-05,0,0,0,0.0009376920612903591
0.108,0.005358281,-0.08672830000000001,-0.005339897,0,0,0,0,0,0,0,-0.0003861321,0.0,-1.1912060000000001e-05,0,0,0,0.0009376920612903591
0.109,0.005358281,-0.08672830000000001,-0.005339897,0,0,0,0,0,0,0,-6.069172e-06,0.0,-1.8723209999999998e-07,0,0,0,0.0009376920612903591
0.11,0.005358071,-0.08667432,-0.005333091,0,0,0,0,0,0,0,-8.146643e-07,0.0002022993,2.5545120000000002e-05,0,0,0,0.000938305694313744
0.111,0.005358071,-0.08667432,-0.005333091,0,0,0,0,0,0,0,-1.280478e-08,3.179714e-06,4.015148e-07,0,0,0,0.000937927513896974
0.112,0.005286652,-0.08667432,-0.00533528,0,0,0,0,0,0,0,-0.009095222,1.392598e-08,-0.0002768396,0,0,0,0.0009376920612903591
0.113,0.005215232,-0.08667432,-0.005337439,0,0,0,0,0,0,0,-0.002668769,2.188866e-10,-8.013386999999999e-05,0,0,0,0.0009376920612903591
0.114,0.005072391,-0.08667432,-0.005341668999999999,0,0,0,0,0,0,0,-0.009256851,0.0,-0.00027033170000000003,0,0,0,0.0009376950410319191
0.115,0.0049295450000000005,-0.08667432,-0.005345782,0,0,0,0,0,0,0,-0.0019699310000000003,0.0,-5.590732000000001e-05,0,0,0,0.0009376950410319191
0.116,0.004786696,-0.08667432,-0.005349777,0,0,0,0,0,0,0,-0.009207710000000001,0.0,-0.0002537396,0,0,0,0.0009376950410319191
0.117,0.004643845,-0.08667432,-0.005353655,0,0,0,0,0,0,0,-0.01222634,0.0,-0.0003268625,0,0,0,0.0009376950410319191
0.11800000000000001,0.004502327,-0.08665741,-0.005409039,0,0,0,0,0,0,0,-0.012304500000000001,6.284474e-05,-0.0005107012,0,0,0,0.0009531225023879458
0.11900000000000001,0.004432194,-0.08664047999999999,-0.0054624930000000006,0,0,0,0,0,0,0,-0.0123121,0.0004166125,-0.001584179,0,0,0,0.0009506884142387957
0.12,0.004289249,-0.08664047999999999,-0.0054660789999999996,0,0,0,0,0,0,0,-0.0108652,3.456591e-06,-0.0002786587,0,0,0,0.0009506884142387957
0.121,0.00422028,-0.08660656,-0.005571045,0,0,0,0,0,0,0,-0.003441293,0.002159732,-0.006650102000000001,0,0,0,0.0009524823505912856
0.122,0.004077247,-0.08660656,-0.005574457,0,0,0,0,0,0,0,-0.002678335,9.458832000000001e-06,-9.154593e-05,0,0,0,0.0009524823505912856
0.123,0.004078456,-0.08658956999999999,-0.005626056,0,0,0,0,0,0,0,-3.063523e-05,0.0001614537,-0.0004909305,0,0,0,0.0009528527090362056
0.124,0.004006917,-0.08658956999999999,-0.005627718,0,0,0,0,0,0,0,-0.002398498,7.071079e-07,-5.738724e-05,0,0,0,0.0009528527090362056
0.125,0.0038649830000000002,-0.08657255999999999,-0.005682549,0,0,0,0,0,0,0,-0.006983999,0.001559345,-0.004883035,0,0,0,0.0009546293104810257
0.126,0.003650294,-0.08657255999999999,-0.0056871840000000005,0,0,0,0,0,0,0,-0.016460070000000004,2.450958e-05,-0.0004195481,0,0,0,0.0009546293104810257
0.127,0.0033648989999999998,-0.08650154,-0.005737712,0,0,0,0,0,0,0,-0.021612179999999998,0.008583653,-0.00582826,0,0,0,0.0009546293104810257
0.128,0.003079468,-0.08648449,-0.005794596000000001,0,0,0,0,0,0,0,-0.016765350000000002,0.00017205880000000003,-0.0007821604,0,0,0,0.0009546293104810257
0.129,0.00293712,-0.08646741000000001,-0.005848648,0,0,0,0,0,0,0,-0.003432197,0.0003115863,-0.0009980908,0,0,0,0.0009666459218940895
0.13,0.0027946860000000002,-0.08645031,-0.005902576,0,0,0,0,0,0,0,-0.002768383,0.0002316431,-0.0007428272999999999,0,0,0,0.0009913082495597166
0.131,0.0027946860000000002,-0.08645031,-0.005902576,0,0,0,0,0,0,0,-4.351306e-05,3.6409340000000002e-06,-1.167566e-05,0,0,0,0.0009963310890175867
0.132,0.0027946860000000002,-0.08645031,-0.005902576,0,0,0,0,0,0,0,-6.839324e-07,5.722752e-08,-1.835164e-07,0,0,0,0.0010100068800357569
0.133,0.002723033,-0.08645031,-0.00590371,0,0,0,0,0,0,0,-0.0005090696999999999,6.535209e-10,-7.957116000000001e-06,0,0,0,0.000990704313068899
0.134,0.002723033,-0.08645031,-0.00590371,0,0,0,0,0,0,0,-8.001489000000001e-06,1.027195e-11,-1.250689e-07,0,0,0,0.000993685121777489
0.135,0.002723033,-0.08645031,-0.00590371,0,0,0,0,0,0,0,-4.8233350000000005e-08,0.0,-7.537344000000001e-10,0,0,0,0.0010092288682121793
0.136,0.002723033,-0.08645031,-0.00590371,0,0,0,0,0,0,0,-7.581253e-10,0.0,-1.184709e-11,0,0,0,0.0010092288682121793
0.137,0.00265138,-0.08645031,-0.005904816,0,0,0,0,0,0,0,-0.003341488,0.0,-5.084252e-05,0,0,0,0.000992608784519395
0.138,0.002508072,-0.08645031,-0.005906937,0,0,0,0,0,0,0,-0.009402589000000001,0.0,-0.000135331,0,0,0,0.000992608784519395
0.139,0.002436418,-0.08645031,-0.005907954,0,0,0,0,0,0,0,-0.006526642,0.0,-9.125338e-05,0,0,0,0.000992608784519395
0.14,0.002436418,-0.08645031,-0.005907954,0,0,0,0,0,0,0,-5.4150869999999995e-05,0.0,-7.571197e-07,0,0,0,0.000993249022168545
0.14100000000000001,0.0024363220000000003,-0.08639634,-0.005901102,0,0,0,0,0,0,0,-1.770203e-05,0.00960925,0.0012218530000000002,0,0,0,0.0009927319034799466
0.14200000000000002,0.0024363220000000003,-0.08639634,-0.005901102,0,0,0,0,0,0,0,-1.468719e-07,7.972694e-05,1.013759e-05,0,0,0,0.0010100068800357569
0.14300000000000002,0.002293017,-0.08639634,-0.005903046,0,0,0,0,0,0,0,-0.017155080000000003,6.614861e-07,-0.0002256617,0,0,0,0.0009913082495597166
0.14400000000000002,0.002221364,-0.08639634,-0.005903974,0,0,0,0,0,0,0,-0.002616901,5.488281e-09,-3.335918e-05,0,0,0,0.0009935607761754465
0.145,0.002078673,-0.08637922,-0.0059573099999999995,0,0,0,0,0,0,0,-0.007278115,0.000440474,-0.001412987,0,0,0,0.0009913082495597166
0.146,0.002006998,-0.08637922,-0.00595815,0,0,0,0,0,0,0,-0.01279443,6.923309e-06,-0.0001681608,0,0,0,0.0009913082495597166
0.147,0.001935895,-0.08636208000000001,-0.006010522,0,0,0,0,0,0,0,-0.0020246409999999998,0.0001609189,-0.0005063155000000001,0,0,0,0.0009950919418301066
0.148,0.0017925,-0.08636208000000001,-0.0060120550000000005,0,0,0,0,0,0,0,-0.002747231,1.335127e-06,-3.225676e-05,0,0,0,0.0009950919418301066
0.149,0.001649105,-0.08636208000000001,-0.00601347,0,0,0,0,0,0,0,-0.002040979,8.04821e-09,-1.932749e-05,0,0,0,0.0009973444684458364
0.15,0.0015057080000000001,-0.08636208000000001,-0.006014768,0,0,0,0,0,0,0,-0.007196974,9.190812000000001e-11,-6.214896e-05,0,0,0,0.0009973444684458364
0.151,0.0014344330000000001,-0.08634492,-0.006066928,0,0,0,0,0,0,0,-0.001970765,0.0002945369,-0.0009005666,0,0,0,0.0009983581348137933
0.152,0.001362713,-0.08634492,-0.006067503,0,0,0,0,0,0,0,-0.0013500399999999998,3.363523e-06,-2.064686e-05,0,0,0,0.0009983581348137933
0.153,0.001362713,-0.08634492,-0.006067503,0,0,0,0,0,0,0,-8.138106e-06,2.0275470000000002e-08,-1.244602e-07,0,0,0,0.0010016772639682566
0.154,0.001362713,-0.08634492,-0.006067503,0,0,0,0,0,0,0,-9.29347e-08,2.3153980000000002e-10,-1.421298e-09,0,0,0,0.0010166956988603688
0.155,0.001362713,-0.08634492,-0.006067503,0,0,0,0,0,0,0,-5.602148e-10,1.395733e-12,-8.567651e-12,0,0,0,0.0010166956988603688
0.156,0.001290993,-0.08634492,-0.006068048,0,0,0,0,0,0,0,-0.0017438920000000001,0.0,-1.2907790000000001e-05,0,0,0,0.0010011534522755224
0.157,0.001290993,-0.08634492,-0.006068048,0,0,0,0,0,0,0,-1.0512260000000002e-05,0.0,-7.780879e-08,0,0,0,0.0010035817354187525
0.158,0.001290942,-0.08629094999999999,-0.006061174000000001,0,0,0,0,0,0,0,-1.0162420000000002e-06,0.0009838270999999999,0.0001255144,0,0,0,0.0010085053286229468
0.159,0.001147506,-0.08629094999999999,-0.006062176,0,0,0,0,0,0,0,-0.009781441,8.16271e-06,-6.331337e-05,0,0,0,0.0009983581348137933
0.16,0.0007889134000000001,-0.08629094999999999,-0.0060641670000000005,0,0,0,0,0,0,0,-0.018173570000000003,9.961305e-09,-8.220176000000001e-05,0,0,0,0.0009992489808250266
0.161,0.0002867823,-0.08625414,-0.006007261,0,0,0,0,0,0,0,-0.02566243,0.0009585795,0.001479974,0,0,0,0.0009914561311153065
0.162,-7.16956e-05,-0.08625414,-0.006007482000000001,0,0,0,0,0,0,0,-0.03149173,1.094669e-05,3.0332220000000002e-05,0,0,0,0.0009914561311153065
0.163,-0.0005018685000000001,-0.08625414,-0.006006774,0,0,0,0,0,0,0,-0.02514278,6.598715e-08,7.247576e-05,0,0,0,0.0009916302064480666
0.164,-0.0007171661,-0.08623698,-0.00605758,0,0,0,0,0,0,0,-0.012345430000000001,8.57712e-05,-0.0002067568,0,0,0,0.0009983581348137933
0.165,-0.0008608525999999999,-0.08621980000000001,-0.006108481000000001,0,0,0,0,0,0,0,-0.002081693,6.57957e-05,-0.0001870097,0,0,0,0.0009983581348137933
